"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","7","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:21 GMT 2023","Mon Jul 03 10:44:21 GMT 2023","1","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","6","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","1","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:21 GMT 2023","Mon Jul 03 10:44:21 GMT 2023","1","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","1","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","6","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:20 GMT 2023","Mon Jul 03 10:44:20 GMT 2023","0","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
"passed","Mon Jul 03 10:44:21 GMT 2023","Mon Jul 03 10:44:21 GMT 2023","5","tests","test_01","","","","1) Изменение названия таблицы","
    Тесты переименования таблицы People
    "
